exposure,lag,income,controls,estimator,coef_per_within_sd,ci_low,ci_high,p,n_obs,sd_within,spec_id,excludes_zero
feat_gd_logstock_anaemia_policies,2,constant,context,fd,-0.027097693617195495,-0.05853431819448979,0.004338930960098795,0.09113384636529687,929,0.5569715473135217,154,False
feat_gd_logstock_anaemia,3,constant,context,ldv,-0.026440101257080868,-0.06891665335448958,0.01603645084032785,0.2224626200796983,931,0.6248147359866777,155,False
feat_gd_logstock_anaemia_policies,5,current,context,ldv,-0.02642173690504374,-0.07452327658800355,0.021679802777916066,0.2816633237559528,851,0.5505716489968483,156,False
feat_gd_logstock_anaemia_policies,3,constant,context,ldv,-0.026397851633159018,-0.07158626819893299,0.01879056493261496,0.25222656133156973,931,0.5661120224528162,157,False
feat_gd_logstock_anaemia,2,constant,context,ldv,-0.026392813909658207,-0.06540777578864625,0.012622147969329837,0.18488108699189199,975,0.6198526032980027,158,False
feat_gd_logstock_anaemia,5,constant,none,fe,-0.02619793531746812,-0.5511819525061422,0.498786081871206,0.9220857032417461,900,0.6302822615943366,159,False
feat_gd_any_fortification,5,current,context,ldv,-0.026163186514952638,-0.060139490943494585,0.00781311791358931,0.1312336601740026,851,0.24532785922909753,160,False
feat_gd_stock_anaemia,5,constant,context,ldv,-0.026006874015582604,-0.08149095091515607,0.029477202883990864,0.3582589694543681,843,2.4337684852905865,161,False
feat_gd_stock_anaemia,5,current,context,ldv,-0.025967775657942775,-0.08135872949383263,0.029423178177947092,0.35817472394188143,851,2.42466684060423,162,False
feat_gd_logstock_anaemia_policies,5,constant,context,ldv,-0.025749550373988093,-0.0733598927512502,0.021860792003274013,0.28913286124896187,843,0.551552116335201,163,False
feat_gd_any_fortification,2,constant,context,ldv,-0.025277706621169255,-0.057005661972620046,0.006450248730281537,0.11840439486329701,975,0.23870802145547362,164,False
feat_gd_any_fortification,2,current,context,ldv,-0.02503187008244768,-0.056871366981927754,0.006807626817032403,0.12334049088163265,986,0.23737139184192904,165,False
feat_gd_logstock_anaemia_policies,3,constant,context,fd,-0.024907036874958884,-0.06330785069435507,0.013493776944437312,0.20364101430159787,885,0.5567792757525,166,False
feat_gd_logstock_anaemia,2,current,context,fe,-0.024678534334687335,-0.3767471703568889,0.32739010168751426,0.8907262872460737,986,0.6214808086878163,167,False
feat_gd_any_fortification,3,constant,context,ldv,-0.02440441533789151,-0.05681027329565726,0.008001442619874243,0.13993785505009101,931,0.24139040833693282,168,False
feat_gifna_anemia_programming_intensity,2,constant,none,fd,-0.024094402228417033,-0.08694979978405555,0.038760995327221485,0.45246351000033846,992,3.2994413660326645,169,False
